url,tag,attr_key,attr_val,sold_out_label,channel_id
https://primaryairsoft.us/collections/hi-capa/products/hi-capa,button,id,AddToCart-product-template,Sold Out,861933719748476948
https://www.neolutionesport.com/?product=neolution-e-sport-gaming-monitor-32%E2%80%B3-144-hz&lang=en,p,class,stock out-of-stock,Out of stock,862006490361888839
